Country,Category
ARG,G20
AUS,G20
BRA,G20
CAN,G20
CHN,G20
FRA,G20
DEU,G20
IND,G20
IDN,G20
ITA,G20
JPN,G20
MEX,G20
RUS,G20
SAU,G20
ZAF,G20
KOR,G20
TUR,G20
GBR,G20
USA,G20
_,NOT_G20
