Country, Category
AUS, OECD
AUT, OECD
BET, OECD
CAN, OECD
CHL, OECD
CZE, OECD
DNK, OECD
EST, OECD
FIN, OECD
FRA, OECD
DEU, OECD
GRC, OECD
HUN, OECD
ISL, OECD
IRL, OECD
ISR, OECD
ITA, OECD
JPN, OECD
KOR, OECD
LUX, OECD
MEX, OECD
NLD, OECD 
NZL, OECD
NOR, OECD
POL, OECD
PRT, OECD
SVK, OECD
SVN, OECD
ESP, OECD
SWE, OECD
CHE, OECD
TUR, OECD
GBR, OECD
USA, OECD
_, NOT_OECD
