Resolution,Date,Summary
A/HRC/RES/22/1,2013/03/21,Promoting reconciliation and accountability in Sri Lanka :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/2,2013/03/21,Composition of the staff of the Office of the High Commissioner for Human Rights :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/12,2013/03/21,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation:resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/17,2013/03/21,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/DEC22/117,2013/03/21,High-level panel discussion on the question of the death penalty :decision /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/23,2013/03/22,Situation of human rights in the Islamic Republic of Iran :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/24,2013/03/22,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/25,2013/03/22,Follow-up to the report of the United Nations Independent International Fact-Finding Mission on the Gaza Conflict :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/26,2013/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/27,2013/03/22,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/28,2013/03/22,"Human Rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/29,2013/03/22,"Follow-up to the report of the independent international fact-finding mission to investigate the implications of Israeli settlements on the civil, political, economic, social and cultural rights of the Palestinian people throughout the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/30,2013/03/22,Intergovernmental Working Group on the Effective Implementation of the Durban Declaration and Programme of Action :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/33,2013/03/22,"Open-ended intergovernmental working group to consider the possibility of elaborating an international regulatory framework on the regulation, monitoring and oversight of the activities of private military and security companies :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/34,2013/03/22,"Education as a tool to prevent racism, racial discrimination, xenophobia and related intolerance :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/23/1,2013/05/29,"The deteriorating situation of human rights in the Syrian Arab Republic, and the recent killings in Al-Qusayr :resolution /adopted by the Human Rights Council at its 23rd session"
A/HRC/RES/23/11,2013/06/13,"The effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights :resolution /adopted by the Human Rights Council at its 23rd session"
A/HRC/RES/23/12,2013/06/13,Human rights and international solidarity :resolution /adopted by the Human Rights Council at its 23rd session
A/HRC/RES/23/14,2013/06/13,Access to medicines in the context of the right of everyone to the enjoyment of the highest attainable standard of physical and mental health :resolution /adopted by the Human Rights Council at its 23rd session
A/HRC/RES/23/15,2013/06/13,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 23rd session
A/HRC/RES/23/16,2013/06/13,Promotion of the right to peace :resolution /adopted by the Human Rights Council at its 23rd session
A/HRC/RES/23/26,2013/06/14,"The deterioration of the situation of human rights in the Syrian Arab Republic, and the need to grant immediate access to the commission of inquiry :resolution /adopted by the Human Rights Council at its 23rd session"
A/HRC/24/L.40,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.41,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.43,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.44,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.46,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.47,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.48,2013/09/24,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.51,2013/09/24,"Civil society space - Creating and maintaining, in law and in practice, a safe and enabling environment :amendment /Human Rights Council at its 24th session"
A/HRC/24/L.52,2013/09/24,"Civil society space - Creating and maintaining, in law and in practice, a safe and enabling environment :amendment /Human Rights Council at its 24th session"
