Resolution,Date,Summary
A/HRC/RES/52/3,2023/04/03,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/34,2023/04/04,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/35,2023/04/04,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session"
