Resolution,Date,Summary
A/HRC/RES/41/19,2019/07/12,The contribution of development to the enjoyment of all human rights :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/42/23,2019/09/27,The right to development :resolution /adopted by the Human Rights Council at its 42nd session
