Resolution,Date,Summary
A/HRC/RES/53/28,2023/07/14,The contribution of development to the enjoyment of all human rights :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/54/18,2023/10/12,The right to development :resolution /adopted by the Human Rights Council at its 54th session
