Resolution,Date,Summary
A/HRC/RES/49/8,2022/03/31,Commemoration of the thirty-fifth anniversary of the Declaration on the Right to Development :resolution /adopted by the Human Rights Council at its 49th session
A/HRC/RES/51/7,2022/10/06,The right to development :resolution /adopted by the Human Rights Council at its 51st session
